DateTime,co2_concentration,air_temperature,relative_humidity,apt_no,room_no,kitchen,livingroom,bedroom,office,kitchen_livingroom,room_type,floor_area,Hour of the day,Day number of the week,window_opening_gt,occupancy_ground_truth
05-02-23 21:30,418.4,22.1,31.1,2,6,0,0,0,1,0,2,9,21,7,0,0
05-02-23 21:35,418.4,22.1,31.1,2,6,0,0,0,1,0,2,9,21,7,0,0
05-02-23 21:40,418.4,22.1,31.2,2,6,0,0,0,1,0,2,9,21,7,0,0
05-02-23 21:45,407,22.1,31.2,2,6,0,0,0,1,0,2,9,21,7,0,0
05-02-23 21:50,406.2,22.1,31.2,2,6,0,0,0,1,0,2,9,21,7,0,0
05-02-23 21:55,428.9,22,31.3,2,6,0,0,0,1,0,2,9,21,7,0,0
05-02-23 22:00,408.6,22,31.3,2,6,0,0,0,1,0,2,9,22,7,0,0
05-02-23 22:05,415.1,22,31.3,2,6,0,0,0,1,0,2,9,22,7,0,0
05-02-23 22:10,407.8,22.1,31.3,2,6,0,0,0,1,0,2,9,22,7,0,0
05-02-23 22:15,406.2,22,31.4,2,6,0,0,0,1,0,2,9,22,7,0,0
05-02-23 22:20,418.4,22,31.5,2,6,0,0,0,1,0,2,9,22,7,0,0
05-02-23 22:25,403.7,22,31.5,2,6,0,0,0,1,0,2,9,22,7,0,0
05-02-23 22:30,415.9,22,31.5,2,6,0,0,0,1,0,2,9,22,7,0,0
05-02-23 22:35,415.9,22,31.5,2,6,0,0,0,1,0,2,9,22,7,0,0
05-02-23 22:40,415.9,22,31.6,2,6,0,0,0,1,0,2,9,22,7,0,0
05-02-23 22:45,405.3,22,31.6,2,6,0,0,0,1,0,2,9,22,7,0,0
05-02-23 22:50,392.3,22,31.8,2,6,0,0,0,1,0,2,9,22,7,0,0
05-02-23 22:55,441.9,22,31.7,2,6,0,0,0,1,0,2,9,22,7,0,0
05-02-23 23:00,430.6,22,31.7,2,6,0,0,0,1,0,2,9,23,7,0,0
05-02-23 23:05,417.5,22,31.5,2,6,0,0,0,1,0,2,9,23,7,0,0
05-02-23 23:10,409.4,22,31.4,2,6,0,0,0,1,0,2,9,23,7,0,0
05-02-23 23:15,404.5,22,31.3,2,6,0,0,0,1,0,2,9,23,7,0,0
05-02-23 23:20,429.7,22,31.3,2,6,0,0,0,1,0,2,9,23,7,0,0
05-02-23 23:25,401.3,22,31,2,6,0,0,0,1,0,2,9,23,7,0,0
05-02-23 23:30,407.8,22,31,2,6,0,0,0,1,0,2,9,23,7,0,0
05-02-23 23:35,431.8,22,30.9,2,6,0,0,0,1,0,2,9,23,7,0,0
05-02-23 23:40,455.8,22,30.8,2,6,0,0,0,1,0,2,9,23,7,0,0
05-02-23 23:45,401.3,22,30.8,2,6,0,0,0,1,0,2,9,23,7,0,0
05-02-23 23:50,436.3,22,30.7,2,6,0,0,0,1,0,2,9,23,7,0,0
05-02-23 23:55,406.2,22,30.7,2,6,0,0,0,1,0,2,9,23,7,0,0
06-02-23 00:00,401.3,22,30.6,2,6,0,0,0,1,0,2,9,0,1,0,0
30-01-23 00:00,662.8,21.9,27.5,2,4,1,0,0,0,0,3,20,0,1,0,0
30-01-23 00:05,649,21.9,27.5,2,4,1,0,0,0,0,3,20,0,1,0,0
30-01-23 00:10,660.5,21.9,27.5,2,4,1,0,0,0,0,3,20,0,1,0,0
30-01-23 00:15,625.1,21.9,27.5,2,4,1,0,0,0,0,3,20,0,1,0,0
30-01-23 00:20,619.7,22,27.5,2,4,1,0,0,0,0,3,20,0,1,0,0
30-01-23 00:25,614.4,22,27.5,2,4,1,0,0,0,0,3,20,0,1,0,0
30-01-23 00:30,658.2,22,27.5,2,4,1,0,0,0,0,3,20,0,1,0,0
30-01-23 00:35,639,22,27.5,2,4,1,0,0,0,0,3,20,0,1,0,0
30-01-23 00:40,585.1,22,27.5,2,4,1,0,0,0,0,3,20,0,1,0,0
30-01-23 00:45,635.1,22,27.4,2,4,1,0,0,0,0,3,20,0,1,0,0
30-01-23 00:50,616.7,22,27.4,2,4,1,0,0,0,0,3,20,0,1,0,0
30-01-23 00:55,643.6,22,27.4,2,4,1,0,0,0,0,3,20,0,1,0,0
30-01-23 01:00,619,22,27.4,2,4,1,0,0,0,0,3,20,1,1,0,0
30-01-23 01:05,585.1,22,27.4,2,4,1,0,0,0,0,3,20,1,1,0,0
30-01-23 01:10,636.7,22,27.4,2,4,1,0,0,0,0,3,20,1,1,0,0
30-01-23 01:15,645.1,22,27.4,2,4,1,0,0,0,0,3,20,1,1,0,0
30-01-23 01:20,641.3,22.1,27.4,2,4,1,0,0,0,0,3,20,1,1,0,0
30-01-23 01:25,637.4,22.1,27.4,2,4,1,0,0,0,0,3,20,1,1,0,0
30-01-23 01:30,635.9,22.1,27.4,2,4,1,0,0,0,0,3,20,1,1,0,0
30-01-23 01:35,655.1,22.1,27.4,2,4,1,0,0,0,0,3,20,1,1,0,0
30-01-23 01:40,647.4,22.1,27.4,2,4,1,0,0,0,0,3,20,1,1,0,0
30-01-23 01:45,675.1,22.1,27.5,2,4,1,0,0,0,0,3,20,1,1,0,0
30-01-23 01:50,647.4,22.1,27.4,2,4,1,0,0,0,0,3,20,1,1,0,0
30-01-23 01:55,619,22.2,27.4,2,4,1,0,0,0,0,3,20,1,1,0,0
30-01-23 02:00,643.6,22.2,27.4,2,4,1,0,0,0,0,3,20,2,1,0,0
30-01-23 02:05,642,22.2,27.4,2,4,1,0,0,0,0,3,20,2,1,0,0
30-01-23 02:10,648.2,22.2,27.4,2,4,1,0,0,0,0,3,20,2,1,0,0
30-01-23 02:15,663.6,22.2,27.5,2,4,1,0,0,0,0,3,20,2,1,0,0
30-01-23 02:20,637,22.2,27.5,2,4,1,0,0,0,0,3,20,2,1,0,0
30-01-23 02:25,610.5,22.2,27.5,2,4,1,0,0,0,0,3,20,2,1,0,0
30-01-23 02:30,618.2,22.2,27.5,2,4,1,0,0,0,0,3,20,2,1,0,0
30-01-23 02:35,643.6,22.3,27.6,2,4,1,0,0,0,0,3,20,2,1,0,0
30-01-23 02:40,635.1,22.3,27.6,2,4,1,0,0,0,0,3,20,2,1,0,0
30-01-23 02:45,627.4,22.3,27.6,2,4,1,0,0,0,0,3,20,2,1,0,0
30-01-23 02:50,642.8,22.3,27.7,2,4,1,0,0,0,0,3,20,2,1,0,0
30-01-23 02:55,642,22.3,27.7,2,4,1,0,0,0,0,3,20,2,1,0,0
30-01-23 03:00,643.6,22.3,27.7,2,4,1,0,0,0,0,3,20,3,1,0,0
30-01-23 03:05,645.9,22.3,27.7,2,4,1,0,0,0,0,3,20,3,1,0,0
30-01-23 03:10,637.4,22.3,27.6,2,4,1,0,0,0,0,3,20,3,1,0,0
30-01-23 03:15,649.7,22.3,27.7,2,4,1,0,0,0,0,3,20,3,1,0,0
30-01-23 03:20,649.7,22.4,27.7,2,4,1,0,0,0,0,3,20,3,1,0,0
30-01-23 03:25,649.7,22.4,27.7,2,4,1,0,0,0,0,3,20,3,1,0,0
30-01-23 03:30,646.7,22.4,27.7,2,4,1,0,0,0,0,3,20,3,1,0,0
30-01-23 03:35,633.6,22.4,27.6,2,4,1,0,0,0,0,3,20,3,1,0,0
30-01-23 03:40,635.1,22.4,27.6,2,4,1,0,0,0,0,3,20,3,1,0,0
30-01-23 03:45,645.9,22.4,27.6,2,4,1,0,0,0,0,3,20,3,1,0,0
30-01-23 03:50,649,22.4,27.6,2,4,1,0,0,0,0,3,20,3,1,0,0
30-01-23 03:55,642,22.4,27.6,2,4,1,0,0,0,0,3,20,3,1,0,0
30-01-23 04:00,617.4,22.4,27.6,2,4,1,0,0,0,0,3,20,4,1,0,0
30-01-23 04:05,643.6,22.5,27.5,2,4,1,0,0,0,0,3,20,4,1,0,0
30-01-23 04:10,629,22.4,27.6,2,4,1,0,0,0,0,3,20,4,1,0,0
30-01-23 04:15,629,22.5,27.6,2,4,1,0,0,0,0,3,20,4,1,0,0
30-01-23 04:20,635.5,22.5,27.6,2,4,1,0,0,0,0,3,20,4,1,0,0
30-01-23 04:25,642,22.5,27.6,2,4,1,0,0,0,0,3,20,4,1,0,0
30-01-23 04:30,652,22.5,27.6,2,4,1,0,0,0,0,3,20,4,1,0,0
30-01-23 04:35,650.5,22.5,27.6,2,4,1,0,0,0,0,3,20,4,1,0,0
30-01-23 04:40,642,22.5,27.6,2,4,1,0,0,0,0,3,20,4,1,0,0
30-01-23 04:45,634.4,22.5,27.5,2,4,1,0,0,0,0,3,20,4,1,0,0
30-01-23 04:50,663.6,22.5,27.5,2,4,1,0,0,0,0,3,20,4,1,0,0
30-01-23 04:55,629,22.5,27.6,2,4,1,0,0,0,0,3,20,4,1,0,0
30-01-23 05:00,637.4,22.5,27.5,2,4,1,0,0,0,0,3,20,5,1,0,0
30-01-23 05:05,662.8,22.5,27.5,2,4,1,0,0,0,0,3,20,5,1,0,0
30-01-23 05:10,636.7,22.5,27.5,2,4,1,0,0,0,0,3,20,5,1,0,0
30-01-23 05:15,622.1,22.5,27.5,2,4,1,0,0,0,0,3,20,5,1,0,0
30-01-23 05:20,631.3,22.5,27.5,2,4,1,0,0,0,0,3,20,5,1,0,0
30-01-23 05:25,640.5,22.5,27.5,2,4,1,0,0,0,0,3,20,5,1,0,0
30-01-23 05:30,661.3,22.5,27.4,2,4,1,0,0,0,0,3,20,5,1,0,0
30-01-23 05:35,670.5,22.5,27.5,2,4,1,0,0,0,0,3,20,5,1,0,0
30-01-23 05:40,676.6,22.5,27.5,2,4,1,0,0,0,0,3,20,5,1,0,0
30-01-23 05:45,625.9,22.5,27.4,2,4,1,0,0,0,0,3,20,5,1,0,0
30-01-23 05:50,671.3,22.5,27.5,2,4,1,0,0,0,0,3,20,5,1,0,0
30-01-23 05:55,627.4,22.5,27.3,2,4,1,0,0,0,0,3,20,5,1,0,0
30-01-23 06:00,658.2,22.5,27.4,2,4,1,0,0,0,0,3,20,6,1,0,0
30-01-23 06:05,623.6,22.5,27.4,2,4,1,0,0,0,0,3,20,6,1,0,0
30-01-23 06:10,670.5,22.5,27.4,2,4,1,0,0,0,0,3,20,6,1,0,0
30-01-23 06:15,640.5,22.5,27.4,2,4,1,0,0,0,0,3,20,6,1,0,0
30-01-23 06:20,644.4,22.5,27.5,2,4,1,0,0,0,0,3,20,6,1,0,0
30-01-23 06:25,648.2,22.6,27.6,2,4,1,0,0,0,0,3,20,6,1,0,0
30-01-23 06:30,626.7,22.6,27.7,2,4,1,0,0,0,0,3,20,6,1,0,0
30-01-23 06:35,637.4,22.6,27.8,2,4,1,0,0,0,0,3,20,6,1,0,0
30-01-23 06:40,672.8,22.6,27.9,2,4,1,0,0,0,0,3,20,6,1,0,0
30-01-23 06:45,665.1,22.6,28.1,2,4,1,0,0,0,0,3,20,6,1,0,0
30-01-23 06:50,675.1,22.6,28,2,4,1,0,0,0,0,3,20,6,1,0,0
30-01-23 06:55,678.2,22.6,28.1,2,4,1,0,0,0,0,3,20,6,1,0,0
30-01-23 07:00,658.2,22.6,27.9,2,4,1,0,0,0,0,3,20,7,1,0,0
30-01-23 07:05,668.2,22.6,27.8,2,4,1,0,0,0,0,3,20,7,1,0,0
30-01-23 07:10,683.6,22.6,27.7,2,4,1,0,0,0,0,3,20,7,1,0,0
30-01-23 07:15,654.3,22.6,27.7,2,4,1,0,0,0,0,3,20,7,1,0,0
30-01-23 07:20,667.8,22.6,27.7,2,4,1,0,0,0,0,3,20,7,1,0,0
30-01-23 07:25,681.3,22.6,27.6,2,4,1,0,0,0,0,3,20,7,1,0,0
30-01-23 07:30,681.3,22.6,27.7,2,4,1,0,0,0,0,3,20,7,1,0,0
30-01-23 07:35,660.5,22.6,27.9,2,4,1,0,0,0,0,3,20,7,1,0,0
30-01-23 07:40,662.8,22.6,27.8,2,4,1,0,0,0,0,3,20,7,1,0,0
30-01-23 07:45,691.3,22.6,27.8,2,4,1,0,0,0,0,3,20,7,1,0,0
30-01-23 07:50,652,22.6,27.8,2,4,1,0,0,0,0,3,20,7,1,0,0
30-01-23 07:55,674.3,22.6,27.8,2,4,1,0,0,0,0,3,20,7,1,0,0
30-01-23 08:00,639.7,22.6,27.8,2,4,1,0,0,0,0,3,20,8,1,0,0
30-01-23 08:05,691.3,22.6,27.7,2,4,1,0,0,0,0,3,20,8,1,0,1
30-01-23 08:10,654.3,22.6,27.7,2,4,1,0,0,0,0,3,20,8,1,0,1
30-01-23 08:15,693.6,22.6,27.7,2,4,1,0,0,0,0,3,20,8,1,0,1
30-01-23 08:20,688.9,22.6,27.7,2,4,1,0,0,0,0,3,20,8,1,0,1
30-01-23 08:25,684.3,22.6,27.7,2,4,1,0,0,0,0,3,20,8,1,0,1
30-01-23 08:30,682,22.6,27.6,2,4,1,0,0,0,0,3,20,8,1,0,1
30-01-23 08:35,691.3,22.6,27.8,2,4,1,0,0,0,0,3,20,8,1,0,1
30-01-23 08:40,697.4,22.6,27.7,2,4,1,0,0,0,0,3,20,8,1,0,1
30-01-23 08:45,650.5,22.6,27.7,2,4,1,0,0,0,0,3,20,8,1,0,1
30-01-23 08:50,659,22.6,27.7,2,4,1,0,0,0,0,3,20,8,1,0,1
30-01-23 08:55,641.3,22.6,27.6,2,4,1,0,0,0,0,3,20,8,1,0,1
30-01-23 09:00,677.4,22.6,27.5,2,4,1,0,0,0,0,3,20,9,1,0,1
30-01-23 09:05,685.1,22.6,27.5,2,4,1,0,0,0,0,3,20,9,1,0,1
30-01-23 09:10,679,22.6,27.5,2,4,1,0,0,0,0,3,20,9,1,0,1
30-01-23 09:15,696.6,22.6,27.6,2,4,1,0,0,0,0,3,20,9,1,0,1
30-01-23 09:20,688.2,22.6,27.5,2,4,1,0,0,0,0,3,20,9,1,0,1
30-01-23 09:25,679.7,22.6,27.5,2,4,1,0,0,0,0,3,20,9,1,0,1
30-01-23 09:30,669,22.6,27.3,2,4,1,0,0,0,0,3,20,9,1,0,1
30-01-23 09:35,682.8,22.6,27.2,2,4,1,0,0,0,0,3,20,9,1,0,1
30-01-23 09:40,667.4,22.6,27.2,2,4,1,0,0,0,0,3,20,9,1,0,1
30-01-23 09:45,688.2,22.6,27.2,2,4,1,0,0,0,0,3,20,9,1,0,1
30-01-23 09:50,650.5,22.6,27.1,2,4,1,0,0,0,0,3,20,9,1,0,1
30-01-23 09:55,661.3,22.6,27,2,4,1,0,0,0,0,3,20,9,1,0,1
30-01-23 10:00,652,22.6,27,2,4,1,0,0,0,0,3,20,10,1,0,1
30-01-23 10:05,612.8,22.5,26.9,2,4,1,0,0,0,0,3,20,10,1,0,0
30-01-23 10:10,633.6,22.5,26.9,2,4,1,0,0,0,0,3,20,10,1,0,0
30-01-23 10:15,631.3,22.5,26.9,2,4,1,0,0,0,0,3,20,10,1,0,0
30-01-23 10:20,625.9,22.5,26.9,2,4,1,0,0,0,0,3,20,10,1,0,0
30-01-23 10:25,620.5,22.5,26.8,2,4,1,0,0,0,0,3,20,10,1,0,0
30-01-23 10:30,595.1,22.5,26.8,2,4,1,0,0,0,0,3,20,10,1,0,0
30-01-23 10:35,606.7,22.5,26.8,2,4,1,0,0,0,0,3,20,10,1,0,0
30-01-23 10:40,622.8,22.5,26.7,2,4,1,0,0,0,0,3,20,10,1,0,0
30-01-23 10:45,616.7,22.5,26.8,2,4,1,0,0,0,0,3,20,10,1,0,0
30-01-23 10:50,595.1,22.5,26.8,2,4,1,0,0,0,0,3,20,10,1,0,1
30-01-23 10:55,601.3,22.5,26.8,2,4,1,0,0,0,0,3,20,10,1,0,1
30-01-23 11:00,585.1,22.5,26.7,2,4,1,0,0,0,0,3,20,11,1,0,1
30-01-23 11:05,596.7,22.5,26.8,2,4,1,0,0,0,0,3,20,11,1,0,1
30-01-23 11:10,615.1,22.5,26.8,2,4,1,0,0,0,0,3,20,11,1,0,1
30-01-23 11:15,593.6,22.5,26.8,2,4,1,0,0,0,0,3,20,11,1,0,1
30-01-23 11:20,605.5,22.5,26.7,2,4,1,0,0,0,0,3,20,11,1,0,0
30-01-23 11:25,617.4,22.5,26.6,2,4,1,0,0,0,0,3,20,11,1,0,0
30-01-23 11:30,641.3,22.5,26.5,2,4,1,0,0,0,0,3,20,11,1,0,0
30-01-23 11:35,613.6,22.5,26.4,2,4,1,0,0,0,0,3,20,11,1,0,0
30-01-23 11:40,640.5,22.5,26.5,2,4,1,0,0,0,0,3,20,11,1,0,0
30-01-23 11:45,599,22.5,26.4,2,4,1,0,0,0,0,3,20,11,1,0,0
30-01-23 11:50,615.1,22.5,26.6,2,4,1,0,0,0,0,3,20,11,1,0,0
30-01-23 11:55,632,22.5,26.8,2,4,1,0,0,0,0,3,20,11,1,0,0
30-01-23 12:00,644.4,22.5,26.8,2,4,1,0,0,0,0,3,20,12,1,0,0
30-01-23 12:05,640.5,22.5,26.8,2,4,1,0,0,0,0,3,20,12,1,0,1
30-01-23 12:10,619.7,22.4,26.8,2,4,1,0,0,0,0,3,20,12,1,0,1
30-01-23 12:15,617.4,22.4,26.8,2,4,1,0,0,0,0,3,20,12,1,0,1
30-01-23 12:20,618.6,22.5,26.7,2,4,1,0,0,0,0,3,20,12,1,0,1
30-01-23 12:25,619.7,22.5,26.7,2,4,1,0,0,0,0,3,20,12,1,0,1
30-01-23 12:30,621.3,22.4,26.7,2,4,1,0,0,0,0,3,20,12,1,0,1
30-01-23 12:35,609,22.4,26.6,2,4,1,0,0,0,0,3,20,12,1,0,0
30-01-23 12:40,653.6,22.4,26.6,2,4,1,0,0,0,0,3,20,12,1,0,0
30-01-23 12:45,650.5,22.4,26.6,2,4,1,0,0,0,0,3,20,12,1,0,0
30-01-23 12:50,666.6,22.4,26.5,2,4,1,0,0,0,0,3,20,12,1,0,0
30-01-23 12:55,623.6,22.4,26.5,2,4,1,0,0,0,0,3,20,12,1,0,0
30-01-23 13:00,646.7,22.4,26.4,2,4,1,0,0,0,0,3,20,13,1,0,0
30-01-23 13:05,621.3,22.4,26.6,2,4,1,0,0,0,0,3,20,13,1,0,1
30-01-23 13:10,652.8,22.4,26.6,2,4,1,0,0,0,0,3,20,13,1,0,1
30-01-23 13:15,665.1,22.4,26.6,2,4,1,0,0,0,0,3,20,13,1,0,1
30-01-23 13:20,669.7,22.4,26.6,2,4,1,0,0,0,0,3,20,13,1,0,1
30-01-23 13:25,674.3,22.4,26.5,2,4,1,0,0,0,0,3,20,13,1,0,1
30-01-23 13:30,691.3,22.4,26.5,2,4,1,0,0,0,0,3,20,13,1,0,1
30-01-23 13:35,668.2,22.5,26.6,2,4,1,0,0,0,0,3,20,13,1,0,1
30-01-23 13:40,700.5,22.4,26.6,2,4,1,0,0,0,0,3,20,13,1,0,1
30-01-23 13:45,678.2,22.4,26.6,2,4,1,0,0,0,0,3,20,13,1,0,1
30-01-23 13:50,683.6,22.4,26.5,2,4,1,0,0,0,0,3,20,13,1,0,1
30-01-23 13:55,676.6,22.4,26.5,2,4,1,0,0,0,0,3,20,13,1,0,1
30-01-23 14:00,695.9,22.4,26.6,2,4,1,0,0,0,0,3,20,14,1,0,1
30-01-23 14:05,675.9,22.4,26.5,2,4,1,0,0,0,0,3,20,14,1,0,1
30-01-23 14:10,670.5,22.4,26.4,2,4,1,0,0,0,0,3,20,14,1,0,1
30-01-23 14:15,630.5,22.4,26.3,2,4,1,0,0,0,0,3,20,14,1,0,1
30-01-23 14:20,636.3,22.4,26.2,2,4,1,0,0,0,0,3,20,14,1,0,1
30-01-23 14:25,642,22.4,26.1,2,4,1,0,0,0,0,3,20,14,1,0,1
30-01-23 14:30,684.3,22.4,26,2,4,1,0,0,0,0,3,20,14,1,0,1
30-01-23 14:35,669,22.4,26,2,4,1,0,0,0,0,3,20,14,1,0,1
30-01-23 14:40,677.4,22.4,26.2,2,4,1,0,0,0,0,3,20,14,1,0,1
30-01-23 14:45,645.1,22.4,26.2,2,4,1,0,0,0,0,3,20,14,1,0,1
30-01-23 14:50,702,22.4,26.2,2,4,1,0,0,0,0,3,20,14,1,0,1
30-01-23 14:55,689.7,22.4,26.2,2,4,1,0,0,0,0,3,20,14,1,0,1
30-01-23 15:00,707.4,22.4,26.3,2,4,1,0,0,0,0,3,20,15,1,0,1
30-01-23 15:05,647.4,22.4,26,2,4,1,0,0,0,0,3,20,15,1,0,0
30-01-23 15:10,685.9,22.4,26.1,2,4,1,0,0,0,0,3,20,15,1,0,0
30-01-23 15:15,675.9,22.4,26.2,2,4,1,0,0,0,0,3,20,15,1,0,0
30-01-23 15:20,679.7,22.4,26.3,2,4,1,0,0,0,0,3,20,15,1,0,0
30-01-23 15:25,697.4,22.4,26.4,2,4,1,0,0,0,0,3,20,15,1,0,0
30-01-23 15:30,691.3,22.4,26.4,2,4,1,0,0,0,0,3,20,15,1,0,0
30-01-23 15:35,705.9,22.4,26.4,2,4,1,0,0,0,0,3,20,15,1,0,1
30-01-23 15:40,702,22.4,26.5,2,4,1,0,0,0,0,3,20,15,1,0,1
30-01-23 15:45,669.7,22.4,26.5,2,4,1,0,0,0,0,3,20,15,1,0,1
30-01-23 15:50,669,22.4,26.6,2,4,1,0,0,0,0,3,20,15,1,0,1
30-01-23 15:55,679,22.4,26.7,2,4,1,0,0,0,0,3,20,15,1,0,1
30-01-23 16:00,672,22.4,26.7,2,4,1,0,0,0,0,3,20,16,1,0,1
30-01-23 16:05,666.6,22.4,26.8,2,4,1,0,0,0,0,3,20,16,1,0,0
30-01-23 16:10,680.5,22.4,26.8,2,4,1,0,0,0,0,3,20,16,1,0,0
30-01-23 16:15,678.2,22.4,26.8,2,4,1,0,0,0,0,3,20,16,1,0,0
30-01-23 16:20,690.9,22.4,26.9,2,4,1,0,0,0,0,3,20,16,1,0,0
30-01-23 16:25,703.6,22.4,26.9,2,4,1,0,0,0,0,3,20,16,1,0,0
30-01-23 16:30,695.1,22.4,27,2,4,1,0,0,0,0,3,20,16,1,0,0
30-01-23 16:35,685.9,22.4,27.1,2,4,1,0,0,0,0,3,20,16,1,0,1
30-01-23 16:40,711.2,22.4,27,2,4,1,0,0,0,0,3,20,16,1,0,1
30-01-23 16:45,752.8,22.4,27.1,2,4,1,0,0,0,0,3,20,16,1,0,1
30-01-23 16:50,702,22.4,27.1,2,4,1,0,0,0,0,3,20,16,1,0,1
30-01-23 16:55,706.6,22.4,27,2,4,1,0,0,0,0,3,20,16,1,0,1
30-01-23 17:00,675.1,22.4,26.9,2,4,1,0,0,0,0,3,20,17,1,0,1
30-01-23 17:05,693.6,22.4,26.8,2,4,1,0,0,0,0,3,20,17,1,0,1
30-01-23 17:10,711.2,22.4,26.9,2,4,1,0,0,0,0,3,20,17,1,0,1
30-01-23 17:15,722.8,22.4,27,2,4,1,0,0,0,0,3,20,17,1,0,1
30-01-23 17:20,714.7,22.4,26.9,2,4,1,0,0,0,0,3,20,17,1,0,1
30-01-23 17:25,706.6,22.4,26.8,2,4,1,0,0,0,0,3,20,17,1,0,1
30-01-23 17:30,717.4,22.4,26.8,2,4,1,0,0,0,0,3,20,17,1,0,1
30-01-23 17:35,705.9,22.4,26.9,2,4,1,0,0,0,0,3,20,17,1,0,1
30-01-23 17:40,708.2,22.4,26.8,2,4,1,0,0,0,0,3,20,17,1,0,1
30-01-23 17:45,700.5,22.4,26.8,2,4,1,0,0,0,0,3,20,17,1,0,1
30-01-23 17:50,709.7,22.4,26.6,2,4,1,0,0,0,0,3,20,17,1,0,1
30-01-23 17:55,718.9,22.4,26.6,2,4,1,0,0,0,0,3,20,17,1,0,1
30-01-23 18:00,671.3,22.4,26.6,2,4,1,0,0,0,0,3,20,18,1,0,1
30-01-23 18:05,731.2,22.4,26.6,2,4,1,0,0,0,0,3,20,18,1,0,0
30-01-23 18:10,698.9,22.4,26.6,2,4,1,0,0,0,0,3,20,18,1,0,0
30-01-23 18:15,693.6,22.4,26.6,2,4,1,0,0,0,0,3,20,18,1,0,0
30-01-23 18:20,726.2,22.4,26.6,2,4,1,0,0,0,0,3,20,18,1,0,0
30-01-23 18:25,758.9,22.4,26.6,2,4,1,0,0,0,0,3,20,18,1,0,0
30-01-23 18:30,710.5,22.4,26.6,2,4,1,0,0,0,0,3,20,18,1,0,0
30-01-23 18:35,721.2,22.4,26.5,2,4,1,0,0,0,0,3,20,18,1,0,0
30-01-23 18:40,708.2,22.4,26.6,2,4,1,0,0,0,0,3,20,18,1,0,0
30-01-23 18:45,690.5,22.4,26.7,2,4,1,0,0,0,0,3,20,18,1,0,0
30-01-23 18:50,706.6,22.4,26.5,2,4,1,0,0,0,0,3,20,18,1,0,0
30-01-23 18:55,712,22.4,26.4,2,4,1,0,0,0,0,3,20,18,1,0,0
30-01-23 19:00,696.6,22.4,26.4,2,4,1,0,0,0,0,3,20,19,1,0,0
30-01-23 19:05,705.9,22.4,26.3,2,4,1,0,0,0,0,3,20,19,1,0,0
30-01-23 19:10,697.4,22.4,26.4,2,4,1,0,0,0,0,3,20,19,1,0,0
30-01-23 19:15,705.9,22.3,26.4,2,4,1,0,0,0,0,3,20,19,1,0,0
30-01-23 19:20,695.1,22.4,26.4,2,4,1,0,0,0,0,3,20,19,1,0,0
30-01-23 19:25,684.3,22.4,26.3,2,4,1,0,0,0,0,3,20,19,1,0,0
30-01-23 19:30,732.8,22.4,26.4,2,4,1,0,0,0,0,3,20,19,1,0,0
30-01-23 19:35,685.1,22.4,26.4,2,4,1,0,0,0,0,3,20,19,1,0,0
30-01-23 19:40,704.3,22.4,26.4,2,4,1,0,0,0,0,3,20,19,1,0,0
30-01-23 19:45,652.8,22.3,26,2,4,1,0,0,0,0,3,20,19,1,0,0
30-01-23 19:50,662,22.3,26.1,2,4,1,0,0,0,0,3,20,19,1,0,0
30-01-23 19:55,666.6,22.3,26.2,2,4,1,0,0,0,0,3,20,19,1,0,0
30-01-23 20:00,652.8,22.3,26.2,2,4,1,0,0,0,0,3,20,20,1,0,0
30-01-23 20:05,664.3,22.3,26.2,2,4,1,0,0,0,0,3,20,20,1,0,0
30-01-23 20:10,673.6,22.3,26.2,2,4,1,0,0,0,0,3,20,20,1,0,0
30-01-23 20:15,665.9,22.3,26.2,2,4,1,0,0,0,0,3,20,20,1,0,0
30-01-23 20:20,668.2,22.3,26.2,2,4,1,0,0,0,0,3,20,20,1,0,0
30-01-23 20:25,670.5,22.3,26.3,2,4,1,0,0,0,0,3,20,20,1,0,0
30-01-23 20:30,663.6,22.4,26.3,2,4,1,0,0,0,0,3,20,20,1,0,0
30-01-23 20:35,688.2,22.3,26.3,2,4,1,0,0,0,0,3,20,20,1,0,0
30-01-23 20:40,725.1,22.3,26.4,2,4,1,0,0,0,0,3,20,20,1,0,0
30-01-23 20:45,682.8,22.3,26.3,2,4,1,0,0,0,0,3,20,20,1,0,0
30-01-23 20:50,686.6,22.3,26.3,2,4,1,0,0,0,0,3,20,20,1,0,0
30-01-23 20:55,695.1,22.3,26.3,2,4,1,0,0,0,0,3,20,20,1,0,0
30-01-23 21:00,691.3,22.3,26.1,2,4,1,0,0,0,0,3,20,21,1,0,0
30-01-23 21:05,700.5,22.3,26,2,4,1,0,0,0,0,3,20,21,1,0,0
30-01-23 21:10,659,22.3,26,2,4,1,0,0,0,0,3,20,21,1,0,0
30-01-23 21:15,685.1,22.3,26,2,4,1,0,0,0,0,3,20,21,1,0,0
30-01-23 21:20,680.5,22.3,25.8,2,4,1,0,0,0,0,3,20,21,1,0,0
30-01-23 21:25,675.9,22.3,25.7,2,4,1,0,0,0,0,3,20,21,1,0,0
30-01-23 21:30,678.2,22.2,25.8,2,4,1,0,0,0,0,3,20,21,1,0,0
30-01-23 21:35,651.3,22.2,25.8,2,4,1,0,0,0,0,3,20,21,1,0,0
30-01-23 21:40,665.1,22.2,25.8,2,4,1,0,0,0,0,3,20,21,1,0,0
30-01-23 21:45,657.4,22.2,25.8,2,4,1,0,0,0,0,3,20,21,1,0,0
